asset_id,asset_key,title,route_or_category,ending_titles,file_name,relative_path,extension,width_px,height_px,size_bytes,sha256_16,referenced_by_index,included_in_zip
239,tommy_festival_yukata_walk,Tommy Route · Festival yukata walk,Tommy Route,,tommy_festival_yukata_walk.jpg,assets/tommy_festival_yukata_walk.jpg,jpg,1536,864,358888,cbdb7e29027a3f26,yes,yes
240,tommy_hep5_karaoke_lilac,Tommy Route · HEP5 karaoke in lilac outfit,Tommy Route,,tommy_hep5_karaoke_lilac.jpg,assets/tommy_hep5_karaoke_lilac.jpg,jpg,1536,864,275415,1ff89f36396979d5,yes,yes
241,tommy_interrupt_dont_go_train_station,Tommy Interruption · Don’t go at the train station,Tommy Route,,tommy_interrupt_dont_go_train_station.jpg,assets/tommy_interrupt_dont_go_train_station.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
242,tommy_ise_jingu_entrance,Tommy Route · Ise Jingu entrance,Tommy Route,,tommy_ise_jingu_entrance.jpg,assets/tommy_ise_jingu_entrance.jpg,jpg,1536,864,360363,743647a259eadad9,yes,yes
243,tommy_ise_jingu_path_sunset,Tommy Route · Ise shrine path at sunset,Tommy Route,,tommy_ise_jingu_path_sunset.jpg,assets/tommy_ise_jingu_path_sunset.jpg,jpg,1536,864,356633,2a7b4f0ff7aea885,yes,yes
244,tommy_music_room,Tommy Music Room,Tommy Route,,tommy_music_room.jpg,assets/tommy_music_room.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
245,tommy_osaka_castle_lilac,Tommy Route · Osaka Castle walk in lilac outfit,Tommy Route,,tommy_osaka_castle_lilac.jpg,assets/tommy_osaka_castle_lilac.jpg,jpg,1536,864,356762,8563c04f3bcc10fe,yes,yes
246,tommy_parents_sukiyaki_actual,Tommy Route · Sukiyaki with his parents,Tommy Route,,tommy_parents_sukiyaki_actual.jpg,assets/tommy_parents_sukiyaki_actual.jpg,jpg,1536,864,322024,d8a1d8acafdc29b2,yes,yes
247,tommy_piano_living_room_actual,Tommy Route · Piano in the living room,Tommy Route,,tommy_piano_living_room_actual.jpg,assets/tommy_piano_living_room_actual.jpg,jpg,1536,864,297039,dd9c7c009fb6def5,yes,yes
248,tommy_planetarium_couple_wide,Tommy Route · Planetarium seated together,Tommy Route,,tommy_planetarium_couple_wide.jpg,assets/tommy_planetarium_couple_wide.jpg,jpg,1536,864,304365,0af8a54ac9b09b7c,yes,yes
249,tommy_planetarium_handhold_close,Tommy Route · Planetarium hand-holding close-up,Tommy Route,,tommy_planetarium_handhold_close.jpg,assets/tommy_planetarium_handhold_close.jpg,jpg,1536,864,189496,40108c6d9b6edc0a,yes,yes
250,tommy_planetarium_tommy_solo,Tommy Route · Planetarium portrait,Tommy Route,,tommy_planetarium_tommy_solo.jpg,assets/tommy_planetarium_tommy_solo.jpg,jpg,1536,864,244576,4a5e9eaaf1d1184b,yes,yes
251,tommy_prince_text_gloomy,Tommy Interruption · Send me a picture of your prince,Tommy Route,,tommy_prince_text_gloomy.jpg,assets/tommy_prince_text_gloomy.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
252,tommy_ren_confession_station,Tommy Interruption · Confession at the Osaka train station,Tommy Interruption,,tommy_ren_confession_station.jpg,assets/tommy_ren_confession_station.jpg,jpg,1086,1448,369821,b8779d8d008b4d04,yes,yes
253,tommy_ren_dodge_station,Tommy Interruption · He dodges at the station,Tommy Interruption,,tommy_ren_dodge_station.jpg,assets/tommy_ren_dodge_station.jpg,jpg,1086,1448,369821,b8779d8d008b4d04,yes,yes
254,tommy_texting_marcus_route,Tommy Texting Marcus Route,Tommy Route,,tommy_texting_marcus_route.jpg,assets/tommy_texting_marcus_route.jpg,jpg,1086,1448,321845,6e4f23e32f484853,yes,yes
255,tommy_true_ending_beach,Tommy True Ending · Beach goodbye,Tommy Route,Mini True Ending: No One This Time; Tommy True Ending: The Long Goodbye,tommy_true_ending_beach.jpg,assets/tommy_true_ending_beach.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
256,unexpected_visitor_with_a_gift_bag,Unexpected Visitor With a Gift Bag,Shared Route CG,,unexpected_visitor_with_a_gift_bag.jpg,assets/unexpected_visitor_with_a_gift_bag.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
257,urban_night_vibes_with_a_noir_twist,Urban Night Vibes With a Noir Twist,Shared Route CG,,urban_night_vibes_with_a_noir_twist.jpg,assets/urban_night_vibes_with_a_noir_twist.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
258,warm_nighttime_portrait_in_cozy_apartment,Warm Nighttime Portrait in Cozy Apartment,Shared Route CG,,warm_nighttime_portrait_in_cozy_apartment.jpg,assets/warm_nighttime_portrait_in_cozy_apartment.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
